Word,Part-of-Speech,Definition,whether_core,whether_general,whether_spoken,whether_fiction,whether_newspapers,whether_web
taboe,"noun, de(m)/het",taboo,False,True,False,False,False,False
theoretisch,adj,theoretical,False,True,False,False,False,False
verhuren,verb,to let,False,True,False,False,False,False
welvaart,"noun, de",prosperity,False,True,False,False,False,False
willekeurig,adj,arbitrary,False,True,False,False,False,False
herhaaldelijk,adv,repeatedly,False,True,False,False,False,False
pensioneren,verb,to retire,False,True,False,False,False,False
wederzijds,adj,mutual,False,True,False,False,False,False
wegnemen,verb,to take away,False,True,False,False,False,False
academie,"noun, de(f)",academy,False,True,False,False,False,False
gehandicapt,adj,handicapped,False,True,False,False,False,False
hekel,"noun, de(m)",dislike,False,True,False,False,False,False
ietwat,adv,somewhat,False,True,False,False,False,False
ongewenst,adj,"unwanted, undesirable",False,True,False,False,False,False
overhouden,verb,to have left,False,True,False,False,False,False
pastoor,"noun, de(m)",pastor,False,True,False,False,False,False
schriftelijk,adj,written,False,True,False,False,False,False
teleurstelling,"noun, de(f)",disappointment,False,True,False,False,False,False
agressie,"noun, de(f)",aggression,False,True,False,False,False,False
andersom,adv,vice versa,False,True,False,False,False,False
opblazen,verb,to blow,False,True,False,False,False,False
platteland,"noun, het",countryside,False,True,False,False,False,False
rot,adj,"a) rotten b) rotten, awful",False,True,False,False,False,False
universitair,adj,university,False,True,False,False,False,False
verwelkomen,verb,to welcome,False,True,False,False,False,False
wraak,"noun, de",revenge,False,True,False,False,False,False
aankunnen,verb,to manage,False,True,False,False,False,False
aap,"noun, de(m)",monkey,False,True,False,False,False,False
actualiteit,"noun, de(f)",current event,False,True,False,False,False,False
beleggen,verb,a) to convene b) to invest,False,True,False,False,False,False
besmetten,verb,to infect,False,True,False,False,False,False
bevelen,verb,"to order, to command",False,True,False,False,False,False
bewonen,verb,"to live in, to inhabit",False,True,False,False,False,False
cool,adj,cool,False,True,False,False,False,False
diplomatiek,adj,diplomatic,False,True,False,False,False,False
geregeld,adv,regularly,False,True,False,False,False,False
huur,"noun, de",rent,False,True,False,False,False,False
sympathiek,adj,sympathetic,False,True,False,False,False,False
toneelstuk,"noun, het",play,False,True,False,False,False,False
trakteren,verb,to treat,False,True,False,False,False,False
variatie,"noun, de(f)",variation,False,True,False,False,False,False
wc,"noun, de(m)",toilet,False,True,False,False,False,False
wederom,adv,again,False,True,False,False,False,False
werkdag,"noun, de(m)",working day,False,True,False,False,False,False
afgaan,verb,a) to fail b) to go off,False,True,False,False,False,False
gehoor,"noun, het",hearing,False,True,False,False,False,False
invallen,verb,to stand in,False,True,False,False,False,False
mits,conj,provided that,False,True,False,False,False,False
tijdperk,"noun, het",era,False,True,False,False,False,False
T-shirt,"noun, het",T-shirt,False,True,False,False,False,False
allesbehalve,adv,anything but,False,True,False,False,False,False
consequent,adj,consistent,False,True,False,False,False,False
politieman,"noun, de(m)",policeman,False,True,False,False,False,False
software,"noun, de(m)",software,False,True,False,False,False,False
uitsterven,verb,to die (out),False,True,False,False,False,False
allerhande,pron,all kinds of,False,True,False,False,False,False
bevriezen,verb,to freeze,False,True,False,False,False,False
fragment,"noun, het",fragment,False,True,False,False,False,False
sympathie,"noun, de(f)",sympathy,False,True,False,False,False,False
vooroordeel,"noun, het",prejudice,False,True,False,False,False,False
begeleider,"noun, de(m)",supervisor,False,True,False,False,False,False
hogeschool,"noun, de",college,False,True,False,False,False,False
integraal,adj,integral,False,True,False,False,False,False
lof,"noun, de(m)",praise,False,True,False,False,False,False
opbouw,"noun, de(m)",construction,False,True,False,False,False,False
oversteken,verb,to cross,False,True,False,False,False,False
problematiek,"noun, de(f)",problems,False,True,False,False,False,False
uitvoerig,adj,detailed,False,True,False,False,False,False
verkoper,"noun, de(m)",seller,False,True,False,False,False,False
waartoe,adv,to which,False,True,False,False,False,False
aanmoedigen,verb,to encourage,False,True,False,False,False,False
achterin,adv,in the back,False,True,False,False,False,False
bestand,"noun, het",a) file b) truce,False,True,False,False,False,False
ongeacht,adv,regardless,False,True,False,False,False,False
ontlenen,verb,to derive,False,True,False,False,False,False
overstappen,verb,to change over,False,True,False,False,False,False
vijver,"noun, de(m)",pond,False,True,False,False,False,False
voorval,"noun, het",incident,False,True,False,False,False,False
weduwe,"noun, de(f)",widow,False,True,False,False,False,False
wegleggen,verb,to put away,False,True,False,False,False,False
aanrichten,verb,to cause,False,True,False,False,False,False
bijstaan,verb,to assist,False,True,False,False,False,False
overwinnen,verb,to overcome,False,True,False,False,False,False
schijf,"noun, de",a) slice b) disk,False,True,False,False,False,False
vorst,"1) noun, de 2) noun, de(m)",1) monarch 2) frost,False,True,False,False,False,False
bevestiging,"noun, de(f)",confirmation,False,True,False,False,False,False
fatsoenlijk,adj,decent,False,True,False,False,False,False
geruim,adj,considerable,False,True,False,False,False,False
kledij,"noun, de(f)",clothing,False,True,False,False,False,False
planten,verb,to plant,False,True,False,False,False,False
proper,adj,"tidy, clean",False,True,False,False,False,False
restaureren,verb,to restore,False,True,False,False,False,False
zelfvertrouwen,"noun, het",self-confidence,False,True,False,False,False,False
hopeloos,adj,hopeless,False,True,False,False,False,False
tank,"noun, de(m)",a) (fuel) tank b) tank (army vehicle),False,True,False,False,False,False
uiterlijk,adj,external,False,True,False,False,False,False
verleiden,verb,to seduce,False,True,False,False,False,False
vuurwerk,"noun, het",firework,False,True,False,False,False,False
zuinig,adj,frugal,False,True,False,False,False,False
afstaan,verb,to give up,False,True,False,False,False,False
architectuur,"noun, de(f)",architecture,False,True,False,False,False,False
evaluatie,"noun, de(f)",evaluation,False,True,False,False,False,False
folder,"noun, de(m)",leaflet,False,True,False,False,False,False
gunst,"noun, de(f)",favour,False,True,False,False,False,False
kermis,"noun, de",fair,False,True,False,False,False,False
leer,"1) noun, het 2) noun, de",1) leather 2) doctrine,False,True,False,False,False,False
sprang,"noun, de(m)",jump,False,True,False,False,False,False
varken,"noun, het",pig,False,True,False,False,False,False
verwoorden,verb,to articulate,False,True,False,False,False,False
essentie,"noun, de(f)",essence,False,True,False,False,False,False
kar,"noun, de",cart,False,True,False,False,False,False
kijk,"noun, de(m)",look,False,True,False,False,False,False
overeenstemming,"noun, de(f)",agreement,False,True,False,False,False,False
overweging,"noun, de(f)",consideration,False,True,False,False,False,False
psycholoog,"noun, de(m)",psychologist,False,True,False,False,False,False
spot,"noun, de(m)",a) spotlight b) ridicule,False,True,False,False,False,False
winkelen,verb,to shop,False,True,False,False,False,False
bel,"noun, de",bell,False,True,False,False,False,False
keten,"noun, de",chain,False,True,False,False,False,False
oppassen,verb,to babysit,False,True,False,False,False,False
pompen,verb,to pump,False,True,False,False,False,False
schenden,verb,to harm,False,True,False,False,False,False
stop,"noun, de(m)",stop,False,True,False,False,False,False
vraagteken,"noun, het",question mark,False,True,False,False,False,False
corrigeren,verb,to correct,False,True,False,False,False,False
echo,"noun, de(m)",echo,False,True,False,False,False,False
geschrift,"noun, het",writing,False,True,False,False,False,False
inlichting,"noun, de(f)",information,False,True,False,False,False,False
menu,"noun, het",menu,False,True,False,False,False,False
taart,"noun, de",cake,False,True,False,False,False,False
aanschaffen,verb,to purchase,False,True,False,False,False,False
ethisch,adj,ethical,False,True,False,False,False,False
kopie,"noun, de(f)",copy,False,True,False,False,False,False
levendig,adj,lively,False,True,False,False,False,False
vaderland,"noun, het",(native) country,False,True,False,False,False,False
standaard,"noun, de(m)",standard,False,True,False,False,False,False
baren,verb,to bear,False,True,False,False,False,False
contrast,"noun, het",contrast,False,True,False,False,False,False
ferm,adj,firm,False,True,False,False,False,False
genetisch,adj,genetic,False,True,False,False,False,False
globaal,adj,rough,False,True,False,False,False,False
pesten,verb,to bully,False,True,False,False,False,False
privacy,"noun, de(f)",privacy,False,True,False,False,False,False
uitlopen,verb,a) to sprout b) to lead to,False,True,False,False,False,False
dosis,"noun, de(f)",dose,False,True,False,False,False,False
krap,adj,tight,False,True,False,False,False,False
overheersen,verb,to dominate,False,True,False,False,False,False
truc,"noun, de(m)",trick,False,True,False,False,False,False
vaardigheid,"noun, de(f)",skill,False,True,False,False,False,False
associëren,verb,to associate,False,True,False,False,False,False
bestraffen,verb,to punish,False,True,False,False,False,False
deal,"noun, de(m)",deal,False,True,False,False,False,False
erfenis,"noun, de(f)","heritage, inheritance",False,True,False,False,False,False
invulling,"noun, de(f)","interpretation, filling-in",False,True,False,False,False,False
psychiater,"noun, de(m)",psychiatrist,False,True,False,False,False,False
speelgoed,"noun, het",toys,False,True,False,False,False,False
zeil,"noun, het",sail,False,True,False,False,False,False
apparatuur,"noun, de(f)",equipment,False,True,False,False,False,False
inbouwen,verb,to build in,False,True,False,False,False,False
isoleren,verb,to isolate,False,True,False,False,False,False
metro,"noun, de(m)",metro,False,True,False,False,False,False
overtreffen,verb,to surpass,False,True,False,False,False,False
piloot,"noun, de(m)",pilot,False,True,False,False,False,False
redding,"noun, de(f)",rescue,False,True,False,False,False,False
schema,"noun, het",scheme,False,True,False,False,False,False
toekomen,verb,to get round to,False,True,False,False,False,False
uitverkopen,verb,to sell out,False,True,False,False,False,False
vacature,"noun, de(f)",vacancy,False,True,False,False,False,False
afkeuren,verb,to disapprove,False,True,False,False,False,False
dal,"noun, het",valley,False,True,False,False,False,False
experimenteren,verb,to experiment,False,True,False,False,False,False
idioot,adj,idiot,False,True,False,False,False,False
inschatten,verb,"to assess, to estimate",False,True,False,False,False,False
introductie,"noun, de(f)",introduction,False,True,False,False,False,False
kerst,"noun, de",Christmas,False,True,False,False,False,False
meer,"noun, het",lake,False,True,False,False,False,False
overdrijven,verb,to exaggerate,False,True,False,False,False,False
rauw,adj,raw,False,True,False,False,False,False
slordig,adj,"untidy, sloppy",False,True,False,False,False,False
verleden,adj,"past, last",False,True,False,False,False,False
verlof,"noun, het",leave,False,True,False,False,False,False
zaaien,verb,to sow,False,True,False,False,False,False
beschaving,"noun, de(f)",civilization,False,True,False,False,False,False
demonstreren,verb,a) to show b) to protest,False,True,False,False,False,False
dirigent,"noun, de(m)",conductor,False,True,False,False,False,False
tweeling,"noun, de(m)",twins,False,True,False,False,False,False
veelvuldig,adj,frequent,False,True,False,False,False,False
